path_yolu,baslik_h1,seo_title,seo_description,indexing,canonical,description,short_description,micro_line,notlar
/kesfet/kisiye-ozel-dovme-tasarimi,Kişiye Özel Dövme Tasarımı,Kişiye Özel Dövme Tasarımı | Enki Tattoo,"Kişiye özel dövme tasarımı: fikrini ve referanslarını paylaş; stil, ölçü ve yerleşimi netleştirelim. Fiyat al, tasarımını keşfet.",INDEX,/kesfet/kisiye-ozel-dovme-tasarimi,"Kişiye özel dövme tasarımında işin kalbi senin fikrin: anlam, hikâye ve referans. Bu sayfada minimal, lettering, realistik, blackwork gibi stillerde örnekleri görür; kol, bacak, sırt ve göğüs için boyut–yerleşim fikirlerini karşılaştırırsın. En iyi tasarımı keşfet.","Kişiye özel dövme tasarımı için fikrini anlat, referanslarını göster; kol, bacak, sırt gibi bölgelerde stil, ölçü ve yerleşimi görüp sana özel tasarım yönünü hızlıca yakala.","Fikrini anlat; sana özel tasarım fikrini büyüt, en iyi tasarımı keşfet.",
/galeri-tasarim,Dövme Tasarım Galerisi,Dövme Tasarım Galerisi: Tüm Stiller | Enki Tattoo,"Minimal & Fine Line, Lettering, Realistik, Portre, Traditional, Cover-Up, Blackwork, Atatürk ve Kişiye Özel tasarım örnekleri. Tarzını keşfet, teklif al",INDEX,/galeri-tasarim,"Bu galeri, dövme tarzını seçmeyi kolaylaştırır: minimal & fine line, lettering, realistik/portre, traditional, cover-up, blackwork, Atatürk teması ve kişiye özel çalışmalar burada. Farklı stillerin kol, bacak, sırt ve göğüste nasıl durduğunu görüp tasarım havasını kafanda canlandırırsın. Tarzını keşfet.","Dövme tasarım galerisinde en popüler stillerin örneklerini tek yerde gör; minimal, yazı/isim, realistik, traditional, blackwork ve cover-up tarzlarını gez, kol–bacak–sırt–göğüs yerleşimlerinde görünümü karşılaştır.",En çok tercih edilen dövme örnekleri burada; en iyi tasarımı keşfet.,Filtre parametreleri (örn. ?stil=...) sitemap’e girmez; noindex+canonical=/galeri.
/artistler,Dövme Sanatçıları & Artistler,Dövme Sanatçıları & Artistler | Enki Tattoo,"Dövme sanatçıları ve artistler: stilleri, tasarımları ve öne çıkan çalışmaları. Hepsini keşfet, tarzını seç.",INDEX,/artistler,"Artistler sayfasında her sanatçının tarzını ve yaptığı işleri netçe görürsün. Minimal, lettering, realistik/portre, traditional, blackwork ve cover-up gibi stillerde; kol, bacak, sırt ve göğüs örnekleri üzerinden farklar daha hızlı anlaşılır. Sana uyan tasarım havasını bulmak için profilleri gez. Kendini keşfet.","Enki Tattoo artistlerini tanı; her sanatçının öne çıkan işlerini ve çalıştığı stilleri gör, minimalden realistiğe sana uyan tasarım tarzını hızlıca yakala.",Öne çıkan artist işleriyle sana uyan tasarım tarzını bul; kendini keşfet.,
/artistler/halit-yalvac,Master Artist Halit Yalvaç | Dövme Sanatçısı & Eğitmen,"Halit Yalvaç | Master Artist, Eğitmen & Kurucu | Enki Tattoo","1995’ten beri dövme sanatçısı; Enki Tattoo’nun kurucusu, master artist ve eğitmeni. Uzmanlık stilleri ve tasarım yaklaşımını incele; Tasarımını keşfet.Bilgi al.",INDEX (şartlı),/artistler/halit-yalvac,,,,İçerik doluysa INDEX; boş/çok benzerse NOINDEX.
/piercing,Mersin’de Piercing,Mersin Piercing | Enki Tattoo,"Mersin'de Kulak, burun, septum, kaş, dudak, dil, göbek ve industrial piercing; takı seçimi ve tasarım uyumu. Whatsapp'tan yaz. Fiyat al.",INDEX,/piercing,,,,
/piercing/kulak,Mersin Kulak Piercing,Mersin Kulak Piercing | Enki Tattoo,"Mersin'de Kulak piercing: lob ve kıkırdak (helix, tragus, conch, daith, rook) seçenekleri; takı seçimi ve tasarım uyumu. Hemen ara. Fiyatları incele.",INDEX,/piercing/kulak,,,,
/piercing/burun,Mersin Burun Piercing,Mersin Burun Piercing | Enki Tattoo,"Mersin'de Burun piercing (nostril): halka, taş/stud ve doğru yerleşim; bakım ve takı tasarım uyumu. Bilgi al, iletişime geç.",INDEX,/piercing/burun,,,,
/piercing/kas,Mersin Kaş Piercing,Mersin Kaş Piercing | Enki Tattoo,"Mersin'de Kaş piercing: doğru yerleşim, anatomik uygunluk ve takı seçimi; tasarım uyumu ve bakım. Bilgi al, iletişime geç.",INDEX,/piercing/kas,,,,
/piercing/dudak,Mersin Dudak Piercing,Mersin Dudak Piercing | Enki Tattoo,"Mersin dudak piercing: labret vb.; takı boyu ve tasarım uyumu, ağız bakımı. Hemen ara, fiyat al.",INDEX,/piercing/dudak,,,,
/piercing/dil,Mersin Dil Piercing,Mersin Dil Piercing | Enki Tattoo,"Mersin'de dil piercing: minimal barbell, taşlı top ve renkli seçeneklerle stilini keşfet. Takı tasarım uyumunu seç; Fiyat al.",INDEX,/piercing/dil,,,,
/piercing/gobek,Mersin Göbek Piercing,Mersin Göbek Piercing | Enki Tattoo,"Mersin'de göbek piercing: taşlı bar, minimal top veya parlak detaylarla yaz stiline uygun tasarım. Tarzını keşfet, fiyat al.",INDEX,/piercing/gobek,,,,Slug ASCII: gobek.
/piercing/septum,Mersin Septum Piercing,Mersin’de Septum Piercing | Enki Tattoo,"Septum piercing: halka/clicker, taşlı veya sade seçenekler; doğru yerleşim ve tasarım uyumu. Fiyat al, iletişime geç.",INDEX,/piercing/septum,,,,
/piercing/industrial,Mersin Industrial Piercing,Mersin’de Industrial Piercing | Enki Tattoo,"Industrial piercing: iki delik–tek bar; kulak anatomisine uygunluk ve takı tasarım uyumu. Fiyat al, hemen ara.",INDEX,/piercing/industrial,,,,
/piercing/kisiye-ozel,Mersin Kişiye Özel Piercing,Mersin Kişiye Özel Piercing | Enki Tattoo,"Kişiye özel piercing: anatomiye göre yerleşim ve takı seçimi; minimal veya taşlı tasarım uyumu. Bilgi al, teklif al.",INDEX,/piercing/kisiye-ozel,,,,
/iletisim,İletişim & Konum,Mersin Enki Tattoo | İletişim & Konum,"Adres, yol tarifi ve çalışma saatleri. Dövme/piercing için tasarım fikrini paylaş; teklif al, iletişime geç.",INDEX,/iletisim,,,,Tek şube bilgisi burada gösterilecek (adres/harita/WhatsApp).
